
Beginning data output...


Time           JOINT_HEAD                         JOINT_SHOULDER_LEFT                JOINT_SHOULDER_RIGHT               JOINT_HAND_LEFT                    JOINT_HAND_RIGHT                   JOINT_SPINE_MID                    JOINT_CENTER_MASS                  
1              86   , 23   , 1267                 104  , 144  , 1234                 91   , 72   , 1319                 43   , 168  , 1267                 295  , 96   , 1587                 221  , 118  , 1785                 104  , 107  , 1.373                
2              0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
3              86   , 23   , 1267                 104  , 144  , 1234                 93   , 74   , 1317                 43   , 168  , 1267                 194  , 126  , 1860                 225  , 116  , 1822                 104  , 107  , 1.381                
4              0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
5              0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
6              86   , 23   , 1267                 104  , 146  , 1229                 93   , 76   , 1317                 43   , 168  , 1267                 288  , 96   , 1613                 223  , 118  , 1771                 104  , 107  , 1.383                
7              86   , 23   , 1267                 104  , 146  , 1234                 91   , 78   , 1312                 43   , 168  , 1267                 243  , 112  , 1742                 221  , 118  , 1780                 104  , 107  , 1.393                
8              86   , 23   , 1267                 106  , 146  , 1227                 91   , 76   , 1305                 43   , 168  , 1267                 295  , 96   , 1573                 221  , 118  , 1762                 104  , 107  , 1.376                
9              86   , 23   , 1267                 104  , 146  , 1227                 95   , 78   , 1310                 43   , 168  , 1267                 295  , 96   , 1573                 221  , 118  , 1789                 104  , 107  , 1.387                
10             86   , 23   , 1267                 104  , 144  , 1229                 93   , 74   , 1307                 40   , 160  , 1355                 295  , 96   , 1573                 223  , 118  , 1771                 104  , 107  , 1.386                
11             86   , 23   , 1267                 105  , 146  , 1217                 93   , 76   , 1307                 40   , 160  , 1355                 295  , 96   , 1573                 223  , 118  , 1800                 104  , 107  , 1.375                
12             86   , 23   , 1267                 104  , 148  , 1221                 93   , 78   , 1297                 40   , 160  , 1355                 192  , 124  , 1885                 219  , 120  , 1762                 104  , 107  , 1.387                
13             86   , 23   , 1267                 103  , 144  , 1210                 95   , 74   , 1305                 40   , 160  , 1355                 290  , 96   , 1609                 223  , 118  , 1793                 104  , 107  , 1.37                 
14             86   , 23   , 1267                 105  , 146  , 1208                 95   , 76   , 1305                 40   , 160  , 1355                 194  , 124  , 1885                 225  , 116  , 1800                 104  , 107  , 1.363                
15             86   , 23   , 1267                 105  , 148  , 1215                 94   , 78   , 1288                 41   , 152  , 1288                 297  , 96   , 1570                 223  , 116  , 1808                 104  , 107  , 1.362                
16             86   , 23   , 1267                 105  , 146  , 1212                 92   , 76   , 1283                 41   , 152  , 1288                 202  , 122  , 1851                 221  , 118  , 1817                 104  , 107  , 1.358                
17             86   , 23   , 1267                 107  , 146  , 1215                 97   , 76   , 1302                 44   , 168  , 1215                 297  , 96   , 1584                 225  , 116  , 1789                 104  , 107  , 1.361                
18             86   , 23   , 1267                 107  , 146  , 1212                 95   , 76   , 1300                 44   , 168  , 1215                 297  , 96   , 1584                 225  , 116  , 1808                 104  , 107  , 1.354                
19             86   , 23   , 1267                 105  , 146  , 1204                 94   , 76   , 1295                 44   , 168  , 1215                 297  , 96   , 1584                 227  , 116  , 1780                 104  , 107  , 1.371                
20             86   , 23   , 1267                 103  , 146  , 1210                 95   , 76   , 1300                 44   , 168  , 1215                 202  , 122  , 1860                 225  , 118  , 1789                 104  , 107  , 1.355                
21             86   , 23   , 1267                 105  , 144  , 1206                 95   , 74   , 1305                 44   , 168  , 1215                 297  , 96   , 1573                 225  , 116  , 1827                 104  , 107  , 1.363                
22             86   , 23   , 1267                 109  , 146  , 1210                 95   , 74   , 1307                 44   , 168  , 1215                 198  , 126  , 1860                 223  , 118  , 1785                 104  , 107  , 1.361                
23             86   , 23   , 1267                 109  , 146  , 1219                 96   , 76   , 1297                 44   , 168  , 1215                 198  , 126  , 1860                 227  , 120  , 1808                 104  , 107  , 1.365                
24             86   , 23   , 1267                 107  , 144  , 1210                 97   , 74   , 1314                 44   , 168  , 1215                 295  , 96   , 1580                 225  , 116  , 1817                 104  , 107  , 1.357                
25             86   , 23   , 1267                 109  , 150  , 1212                 96   , 84   , 1263                 39   , 150  , 1340                 295  , 96   , 1580                 223  , 118  , 1785                 104  , 107  , 1.367                
26             86   , 23   , 1267                 107  , 150  , 1208                 96   , 82   , 1283                 39   , 150  , 1340                 295  , 96   , 1580                 227  , 116  , 1785                 102  , 96   , 1.33                 
27             86   , 23   , 1267                 107  , 146  , 1208                 97   , 76   , 1300                 39   , 150  , 1340                 210  , 124  , 1808                 227  , 118  , 1789                 102  , 96   , 1.326                
28             86   , 23   , 1267                 107  , 146  , 1206                 97   , 74   , 1314                 56   , 166  , 1206                 210  , 124  , 1808                 227  , 116  , 1812                 102  , 96   , 1.323                
29             86   , 23   , 1267                 107  , 148  , 1210                 96   , 78   , 1288                 52   , 170  , 1260                 299  , 96   , 1539                 227  , 118  , 1767                 102  , 96   , 1.335                
30             86   , 23   , 1267                 105  , 144  , 1210                 95   , 74   , 1312                 52   , 170  , 1260                 215  , 124  , 1762                 225  , 116  , 1822                 102  , 96   , 1.337                
31             86   , 23   , 1267                 107  , 146  , 1206                 95   , 74   , 1317                 52   , 170  , 1260                 297  , 96   , 1573                 225  , 116  , 1800                 102  , 96   , 1.333                
32             86   , 23   , 1267                 107  , 146  , 1208                 96   , 76   , 1288                 42   , 168  , 1198                 297  , 96   , 1573                 225  , 118  , 1771                 102  , 96   , 1.336                
33             86   , 23   , 1267                 109  , 150  , 1215                 96   , 84   , 1263                 42   , 168  , 1198                 297  , 96   , 1573                 227  , 118  , 1789                 102  , 96   , 1.331                
34             86   , 23   , 1267                 109  , 146  , 1215                 97   , 74   , 1307                 42   , 168  , 1198                 297  , 96   , 1573                 225  , 120  , 1793                 102  , 96   , 1.329                
35             86   , 23   , 1267                 109  , 146  , 1212                 97   , 74   , 1314                 42   , 168  , 1198                 208  , 124  , 1812                 227  , 116  , 1808                 102  , 96   , 1.329                
36             86   , 23   , 1267                 109  , 146  , 1210                 97   , 76   , 1302                 42   , 168  , 1198                 211  , 124  , 1785                 225  , 116  , 1827                 102  , 96   , 1.331                
37             86   , 23   , 1267                 109  , 146  , 1215                 99   , 76   , 1302                 42   , 168  , 1198                 282  , 96   , 1659                 225  , 118  , 1780                 102  , 96   , 1.334                
38             86   , 23   , 1267                 109  , 146  , 1212                 97   , 76   , 1310                 42   , 168  , 1198                 282  , 96   , 1659                 225  , 118  , 1785                 102  , 96   , 1.327                
39             86   , 23   , 1267                 109  , 146  , 1208                 99   , 76   , 1302                 34   , 148  , 1247                 282  , 96   , 1659                 223  , 130  , 1456                 102  , 96   , 1.323                
40             86   , 23   , 1267                 107  , 150  , 1202                 96   , 84   , 1276                 39   , 168  , 1127                 282  , 96   , 1659                 225  , 118  , 1793                 102  , 96   , 1.337                
41             86   , 23   , 1267                 109  , 146  , 1212                 96   , 76   , 1293                 39   , 168  , 1127                 282  , 96   , 1659                 223  , 130  , 1480                 102  , 96   , 1.333                
42             86   , 23   , 1267                 109  , 146  , 1212                 98   , 76   , 1295                 39   , 142  , 1276                 282  , 96   , 1659                 227  , 116  , 1775                 102  , 96   , 1.328                
43             86   , 23   , 1267                 109  , 148  , 1215                 98   , 78   , 1290                 39   , 142  , 1276                 282  , 96   , 1659                 229  , 116  , 1771                 102  , 96   , 1.325                
44             86   , 23   , 1267                 109  , 150  , 1217                 100  , 80   , 1300                 39   , 142  , 1276                 207  , 124  , 1789                 227  , 118  , 1785                 102  , 96   , 1.326                
45             86   , 23   , 1267                 109  , 150  , 1215                 98   , 84   , 1283                 39   , 142  , 1276                 301  , 96   , 1549                 227  , 116  , 1793                 102  , 96   , 1.322                
46             86   , 23   , 1267                 107  , 150  , 1217                 96   , 82   , 1279                 33   , 172  , 1000                 301  , 96   , 1549                 227  , 120  , 1775                 102  , 96   , 1.328                
47             86   , 23   , 1267                 109  , 148  , 1212                 96   , 80   , 1288                 33   , 172  , 1000                 301  , 96   , 1549                 227  , 118  , 1762                 102  , 96   , 1.334                
48             139  , 9    , 3315                 108  , 122  , 1232                 90   , 15   , 1274                 39   , 21   , 2917                 301  , 96   , 1549                 229  , 118  , 1771                 102  , 96   , 1.332                
49             139  , 9    , 3315                 108  , 122  , 1229                 86   , 17   , 1258                 22   , 110  , 2673                 252  , 17   , 3195                 229  , 116  , 1775                 102  , 96   , 1.332                
50             139  , 9    , 3315                 110  , 122  , 1238                 88   , 17   , 1260                 48   , 168  , 1106                 174  , 15   , 3303                 230  , 39   , 3499                 102  , 96   , 1.347                
51             139  , 9    , 3315                 116  , 122  , 1242                 90   , 21   , 1263                 48   , 168  , 1106                 129  , 9    , 3270                 227  , 130  , 1465                 102  , 96   , 1.328                
52             90   , 29   , 1269                 109  , 150  , 1212                 96   , 82   , 1281                 37   , 144  , 1307                 280  , 96   , 1682                 225  , 118  , 1780                 102  , 96   , 1.329                
53             137  , 5    , 3303                 116  , 118  , 1254                 88   , 9    , 1279                 37   , 144  , 1307                 291  , 33   , 3077                 232  , 106  , 3332                 102  , 96   , 1.33                 
54             88   , 25   , 1267                 105  , 144  , 1206                 99   , 74   , 1312                 44   , 146  , 1260                 299  , 96   , 1563                 227  , 116  , 1793                 102  , 96   , 1.338                
55             88   , 25   , 1267                 107  , 146  , 1210                 99   , 74   , 1310                 39   , 142  , 1295                 299  , 96   , 1563                 227  , 130  , 1462                 102  , 96   , 1.329                
56             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
57             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
58             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
59             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
60             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
61             90   , 25   , 1269                 107  , 146  , 1217                 97   , 76   , 1312                 43   , 140  , 1305                 208  , 124  , 1827                 227  , 118  , 1775                 102  , 96   , 1.332                
62             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
63             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
64             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
65             90   , 25   , 1269                 109  , 146  , 1219                 95   , 76   , 1305                 43   , 140  , 1305                 208  , 124  , 1822                 227  , 118  , 1817                 102  , 96   , 1.338                
66             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
67             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
68             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
69             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
70             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
71             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
72             139  , 7    , 3287                 108  , 118  , 1245                 86   , 13   , 1272                 104  , 144  , 1221                 281  , 25   , 3254                 227  , 118  , 1775                 102  , 96   , 1.345                
73             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
74             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
75             139  , 13   , 3254                 106  , 116  , 1256                 82   , 23   , 1260                 45   , 67   , 2905                 174  , 15   , 3303                 230  , 23   , 3463                 102  , 96   , 1.364                
76             82   , 7    , 1272                 106  , 114  , 1247                 84   , 15   , 1263                 16   , 57   , 2641                 121  , 13   , 3242                 228  , 21   , 3431                 102  , 96   , 1.387                
77             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
78             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
79             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
80             82   , 7    , 1272                 98   , 112  , 1256                 82   , 17   , 1274                 84   , 134  , 1225                 163  , 120  , 1196                 228  , 19   , 3481                 96   , 96   , 1.303                
81             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
82             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
83             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
84             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
85             0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
