
Beginning joint data output...


Time           JOINT_HEAD                         JOINT_SHOULDER_LEFT                JOINT_SHOULDER_RIGHT               JOINT_HAND_LEFT                    JOINT_HAND_RIGHT                   JOINT_SPINE_MID                    JOINT_CENTER_MASS                  
1              52   , 59   , 1598                 36   , 96   , 1655                 86   , 94   , 1780                 13   , 221  , 1487                 122  , 162  , 1690                 63   , 156  , 1584                 53   , 1.24e+05, 1.647             
2              52   , 59   , 1598                 36   , 96   , 1690                 92   , 92   , 1789                 13   , 221  , 1487                 136  , 170  , 1522                 68   , 154  , 1628                 53   , 1.24e+05, 1.615             
3              0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    0    , 0    , 0                    
4              52   , 59   , 1598                 47   , 104  , 1580                 108  , 90   , 1800                 2    , 219  , 1337                 167  , 152  , 1651                 79   , 154  , 1546                 53   , 1.24e+05, 1.626             
5              52   , 59   , 1598                 51   , 104  , 1559                 116  , 88   , 1762                 0    , 191  , 1415                 187  , 148  , 1643                 83   , 150  , 1556                 64   , 1.19e+05, 1.626             
6              73   , 35   , 1535                 57   , 94   , 1580                 130  , 80   , 1803                 0    , 191  , 1415                 203  , 132  , 1707                 95   , 146  , 1566                 64   , 1.19e+05, 1.675             
7              73   , 35   , 1535                 74   , 68   , 1686                 146  , 72   , 1785                 0    , 184  , 1465                 233  , 128  , 1750                 109  , 134  , 1552                 74   , 99000, 1.629                
8              99   , 31   , 1522                 85   , 88   , 1591                 154  , 70   , 1775                 0    , 184  , 1465                 227  , 130  , 1715                 121  , 144  , 1539                 74   , 99000, 1.697                
9              99   , 31   , 1522                 91   , 100  , 1598                 161  , 96   , 1674                 0    , 193  , 1490                 253  , 142  , 1748                 130  , 154  , 1525                 95   , 99000, 1.638                
10             118  , 49   , 1506                 112  , 92   , 1674                 171  , 92   , 1659                 23   , 203  , 1539                 246  , 146  , 1670                 142  , 154  , 1535                 95   , 99000, 1.692                
11             118  , 49   , 1506                 118  , 84   , 1682                 181  , 88   , 1748                 40   , 203  , 1624                 246  , 146  , 1670                 148  , 150  , 1559                 117  , 1.27e+05, 1.645             
12             118  , 49   , 1506                 120  , 82   , 1723                 187  , 82   , 1678                 44   , 203  , 1659                 268  , 152  , 1602                 154  , 150  , 1566                 117  , 1.27e+05, 1.698             
13             118  , 49   , 1506                 124  , 84   , 1711                 191  , 84   , 1703                 53   , 199  , 1758                 283  , 140  , 1497                 158  , 152  , 1559                 128  , 1.16e+05, 1.653             
14             118  , 49   , 1506                 126  , 84   , 1703                 195  , 84   , 1686                 53   , 199  , 1758                 283  , 140  , 1497                 160  , 152  , 1577                 128  , 1.16e+05, 1.688             
15             118  , 49   , 1506                 126  , 88   , 1686                 195  , 88   , 1690                 53   , 199  , 1758                 283  , 140  , 1497                 160  , 154  , 1570                 134  , 1.16e+05, 1.653             
16             118  , 49   , 1506                 126  , 84   , 1785                 195  , 84   , 1699                 53   , 199  , 1758                 283  , 140  , 1497                 158  , 152  , 1552                 134  , 1.16e+05, 1.655             
17             141  , 43   , 1598                 128  , 88   , 1699                 195  , 88   , 1723                 53   , 199  , 1758                 283  , 140  , 1497                 160  , 154  , 1559                 139  , 1.16e+05, 1.653             
18             141  , 43   , 1598                 126  , 86   , 1719                 195  , 86   , 1715                 53   , 199  , 1758                 283  , 140  , 1497                 160  , 152  , 1566                 139  , 1.16e+05, 1.649             
